"","Nalm6_0hr_Pred_Rep1","Nalm6_0hr_Pred_Rep2","Nalm6_0hr_Pred_Rep3","A687_24hr_Pred_Rep1","A687_24hr_Pred_Rep2","A687_24hr_Pred_Rep3"
"AC006130.4",0,0,0,0,0,0
"AC006133.3",0,0,0,0,0,0
"AC006133.7",0,0,0,0,0,0
"AC006145.4",0,0,0,0,0,0
"AC006150.1",0,0,0,0,0,0
"AC006153.3",0,0,0,0,0,0
"AC006159.4",0,0,0,0,0,0
"AC006159.5",0,0,0,0,0,0
"AC006160.5",16,20,10,3,1,1
"AC006160.8",0,0,0,0,0,0
"AC006195.2",10,5,3,0,0,0
"AC006196.1",0,0,0,0,0,0
"AC006227.1",0,0,0,0,0,0
"AC006262.10",0,0,0,0,0,0
"AC006262.11",0,0,0,0,0,0
"AC006262.4",0,0,0,0,0,0
"AC006262.5",1,0,1,0,0,0
"AC006262.6",0,0,4,1,0,0
"AC006272.2",0,0,0,7,2,5
"AC006273.4",0,0,0,0,0,0
"AC006273.5",0,0,0,0,0,0
"AC006277.2",115,65,99,14,19,22
"AC006277.3",1,0,0,0,0,1
"AC006296.1",0,0,0,0,0,0
"AC006296.2",0,0,0,0,0,0
"AC006326.3",0,0,0,0,0,0
"AC006328.9",0,0,0,0,0,0
"AC006335.10",0,0,0,0,0,0
"AC006335.11",0,0,0,0,0,0
"AC006335.2",0,0,0,0,0,0
"AC006335.6",0,0,0,0,0,0
"AC006355.3",0,0,0,0,0,0
"AC006366.3",0,0,0,0,0,0
"AC006369.2",0,0,0,0,0,0
"AC006369.3",0,0,0,0,0,0
"AC006372.4",6,2,0,0,0,2
"AC006372.5",1,0,1,1,0,2
"AC006372.6",2,0,1,1,0,3
"AC006373.1",0,0,0,0,0,0
"AC006378.2",1,0,0,0,0,0
"AC006380.3",0,0,0,0,0,0
"AC006390.4",0,0,0,0,0,0
"AC006427.2",0,2,1,0,1,0
"AC006445.6",1,1,0,0,0,0
"AC006445.7",1,0,2,0,0,0
"AC006458.3",0,0,0,0,0,0
"AC006460.2",0,0,1,0,0,0
"AC006461.2",0,0,0,0,0,0
"AC006466.5",0,0,0,0,0,0
"AC006482.1",0,0,0,0,0,0
"AC006483.5",0,0,0,0,0,0
"AC006486.10",26,12,24,10,9,5
"AC006486.9",0,0,0,0,0,0
"AC006499.1",0,0,0,0,0,0
"AC006499.2",0,0,0,0,0,0
"AC006499.3",0,0,0,0,0,0
"AC006499.4",0,0,0,0,0,0
"AC006499.5",0,0,0,0,0,0
"AC006499.6",0,0,0,0,0,0
"AC006499.7",0,0,0,0,0,0
"AC006499.9",0,0,0,0,0,0
"AC006509.4",57,64,53,128,111,102
"AC006509.7",2,1,1,4,2,4
"AC006538.1",200,134,210,51,36,41
"AC006538.4",0,0,0,0,0,0
"AC006538.8",7,7,9,0,1,2
"AC006539.2",6,3,0,3,1,1
"AC006539.3",0,0,0,0,0,0
"AC006547.13",1,1,0,0,0,0
"AC006547.15",1,1,0,0,0,0
"AC006547.8",47,40,25,5,1,5
"AC006548.19",0,0,0,0,0,0
"AC006548.26",0,0,0,0,0,0
"AC006548.28",8,12,10,0,0,0
"AC006552.1",0,0,0,0,0,0
"AC006840.1",0,0,0,0,0,0
"AC006942.4",2,1,1,0,0,0
"AC006946.12",0,0,0,0,0,0
"AC006946.15",0,0,1,0,0,0
"AC006946.16",0,1,1,78,99,97
"AC006946.17",0,0,1,5,7,3
"AC006947.1",0,0,0,0,0,0
"AC006960.5",0,0,1,0,0,0
"AC006960.7",0,0,0,0,0,0
"AC006978.6",713,502,633,252,289,217
"AC006987.4",0,0,0,0,0,0
"AC006987.5",0,0,0,0,0,0
"AC006987.6",0,0,1,0,0,0
"AC006989.2",0,0,0,0,1,0
"AC006994.1",1,1,0,0,0,0
"AC006994.2",2,1,3,0,0,1
"AC007000.10",0,0,0,0,0,0
"AC007003.1",0,0,0,0,0,0
"AC007009.1",0,0,0,0,0,0
"AC007016.3",0,0,0,0,0,0
"AC007036.4",2,0,2,0,0,0
"AC007036.5",0,0,0,0,0,0
"AC007036.6",1,2,2,0,0,0
"AC007038.7",254,234,324,62,89,51
"AC007040.11",33,26,36,6,2,5
"AC007040.6",0,1,1,0,0,0
"AC007040.8",0,0,0,0,0,0
"AC007041.2",59,52,48,6,13,3
"AC007050.17",0,0,0,0,0,0
"AC007064.22",0,0,0,0,0,0
"AC007064.24",1,0,0,0,0,0
"AC007064.25",0,0,0,0,0,0
"AC007064.29",0,0,0,0,0,0
"AC007078.4",0,0,0,0,0,0
"AC007091.1",0,0,0,0,0,0
"AC007098.1",0,1,0,0,0,0
"AC007099.1",7,8,9,0,0,0
"AC007099.2",12,4,5,0,0,0
"AC007106.1",0,0,0,0,0,0
"AC007115.3",0,0,0,0,0,0
"AC007126.1",0,2,0,0,0,0
"AC007128.1",0,0,0,0,0,0
"AC007131.1",0,0,0,0,0,0
"AC007131.2",0,0,0,0,0,0
"AC007136.1",0,0,0,0,0,0
"AC007161.5",0,0,0,0,1,0
"AC007163.3",1,0,0,0,0,0
"AC007163.6",11,21,14,1,3,4
"AC007179.1",0,0,0,0,0,0
"AC007182.6",0,0,0,0,0,0
"AC007191.4",322,292,400,405,420,382
"AC007192.4",0,0,2,0,0,1
"AC007192.6",7,7,9,1,2,0
"AC007193.10",1,1,0,0,1,0
"AC007193.6",1,0,1,0,0,0
"AC007193.8",5,4,2,2,3,3
"AC007193.9",0,2,0,0,0,0
"AC007204.2",26,25,31,23,14,25
"AC007204.3",2,2,2,0,0,0
"AC007228.11",0,1,0,0,0,0
"AC007228.5",0,0,0,0,1,0
"AC007228.8",0,1,0,0,0,0
"AC007228.9",45,28,42,9,19,15
"AC007229.3",11,3,8,2,2,3
"AC007237.2",0,0,0,0,0,0
"AC007238.1",63,53,74,24,27,15
"AC007246.3",218,164,249,163,161,124
"AC007249.3",47,34,42,29,30,21
"AC007250.4",0,0,0,0,0,0
"AC007251.2",0,0,0,0,0,0
"AC007253.1",2,8,3,0,0,0
"AC007255.8",0,0,0,0,0,0
"AC007256.5",38,33,33,7,12,6
"AC007271.3",0,1,1,0,0,0
"AC007272.3",0,0,2,2,1,0
"AC007274.2",0,0,0,0,0,0
"AC007274.5",0,0,0,0,0,0
"AC007277.3",0,0,0,0,0,0
"AC007278.2",1,0,2,0,0,0
"AC007278.3",0,1,0,0,0,1
"AC007279.2",0,0,0,0,0,0
"AC007283.4",0,0,0,0,0,0
"AC007283.5",0,0,0,0,0,0
"AC007285.6",0,0,0,0,0,0
"AC007285.7",0,0,0,0,0,0
"AC007292.3",21,15,34,5,3,2
"AC007292.4",4,9,12,1,0,3
"AC007292.6",176,138,170,96,84,77
"AC007292.7",45,32,53,41,39,35
"AC007308.6",1,0,0,0,0,0
"AC007308.7",0,1,0,0,1,0
"AC007312.3",0,0,0,0,0,0
"AC007317.1",0,0,0,0,0,0
"AC007318.5",205,126,200,90,98,107
"AC007319.1",0,0,0,0,0,0
"AC007322.1",0,0,0,0,0,0
"AC007322.3",0,0,0,0,0,0
"AC007322.5",0,0,0,0,0,0
"AC007322.7",0,0,0,0,0,0
"AC007326.10",0,0,0,0,0,0
"AC007326.12",0,0,0,0,0,0
"AC007326.9",0,0,0,0,0,0
"AC007327.5",0,0,0,0,0,0
"AC007327.6",0,0,0,0,0,0
"AC007349.4",0,0,0,0,0,0
"AC007349.5",0,0,0,0,0,0
"AC007349.7",0,0,0,1,0,0
"AC007359.6",0,0,0,0,0,0
"AC007362.3",0,0,0,0,0,0
"AC007364.1",0,0,0,0,0,0
"AC007365.1",0,0,0,0,0,0
"AC007365.3",1,0,0,1,4,4
"AC007365.4",0,2,4,3,1,1
"AC007381.3",282,217,236,0,0,1
"AC007383.3",384,286,364,219,184,170
"AC007383.4",0,0,0,0,0,1
"AC007383.6",0,0,0,0,0,0
"AC007386.2",0,0,0,0,0,0
"AC007386.3",0,5,1,2,1,2
"AC007386.4",1,2,1,0,0,0
"AC007387.2",52,39,45,22,33,8
"AC007389.1",3,0,0,0,0,0
"AC007389.2",0,0,0,0,0,0
"AC007389.3",0,0,0,0,0,0
"AC007390.4",0,1,0,0,0,0
"AC007391.2",1,0,0,0,0,0
"AC007392.3",0,0,0,0,0,0
"AC007392.4",0,0,0,0,0,0
"AC007394.3",0,0,0,0,0,0
"AC007395.3",0,0,0,0,0,0
"AC007395.4",2,1,2,2,1,1
"AC007403.2",0,0,0,0,0,0
"AC007403.3",0,0,0,0,0,0
"AC007405.4",0,0,0,0,0,0
"AC007405.6",0,0,0,0,0,0
"AC007405.8",1,0,1,0,0,0
"AC007422.1",0,0,0,0,0,0
"AC007461.2",0,0,0,0,0,0
"AC007463.2",1,3,0,0,0,0
"AC007491.1",0,0,0,0,0,0
"AC007551.2",2,1,0,1,1,0
"AC007556.3",0,0,0,0,0,0
"AC007557.1",0,0,0,0,0,0
"AC007557.2",0,0,0,0,0,0
"AC007557.3",0,0,0,0,0,0
"AC007557.4",0,0,0,0,0,0
"AC007559.1",0,0,1,0,0,0
"AC007560.1",4,0,4,4,1,5
"AC007562.1",0,0,0,0,0,0
"AC007563.1",0,0,0,0,0,0
"AC007563.3",0,0,0,0,0,0
"AC007563.4",0,0,0,0,0,0
"AC007563.5",0,0,0,0,0,0
"AC007566.10",36,21,55,60,86,82
"AC007568.1",0,0,0,0,0,0
"AC007618.3",0,0,0,0,0,0
"AC007620.3",19,10,18,5,6,9
"AC007631.1",0,0,0,0,0,0
"AC007652.1",0,0,0,0,0,0
"AC007677.2",0,0,0,0,0,0
"AC007679.1",0,0,1,0,0,0
"AC007679.3",1,0,0,0,0,0
"AC007679.4",0,0,0,0,0,0
"AC007682.1",0,0,0,0,0,0
"AC007740.1",0,0,0,0,0,0
"AC007742.3",0,0,0,0,0,0
"AC007743.1",0,0,0,0,0,0
"AC007750.5",0,0,0,0,0,0
"AC007773.2",24,17,17,13,12,7
"AC007787.2",0,0,0,0,0,0
"AC007787.3",8,4,5,10,21,20
"AC007790.4",0,0,0,0,0,0
"AC007792.1",7,2,5,2,3,4
"AC007795.1",0,0,0,0,0,0
"AC007796.1",0,0,0,0,0,0
"AC007875.2",0,0,0,0,0,0
"AC007879.1",0,0,0,0,0,0
"AC007879.2",0,0,0,0,0,0
"AC007879.3",0,0,0,0,0,0
"AC007879.4",0,0,0,0,0,0
"AC007879.5",6,5,7,2,0,0
"AC007879.6",0,0,0,0,0,0
"AC007879.7",0,0,0,0,0,0
"AC007880.1",0,0,2,5,5,4
"AC007881.4",0,0,0,0,0,0
"AC007899.3",0,1,0,0,0,1
"AC007919.18",2,0,0,0,0,0
"AC007919.19",0,0,0,0,0,0
"AC007948.1",0,0,0,0,0,0
"AC007950.1",0,0,0,0,0,0
"AC007950.2",19,14,11,10,8,5
"AC007952.4",0,0,0,0,0,0
"AC007952.5",0,0,0,0,0,0
"AC007952.6",0,0,0,0,0,0
"AC007966.1",2,2,1,8,8,12
"AC007967.2",0,0,0,0,0,0
"AC007967.3",0,0,0,0,0,0
"AC007967.4",0,0,0,0,0,0
"AC007969.4",4,1,4,1,0,3
"AC007969.5",1026,660,772,227,353,250
"AC008060.5",0,0,0,0,0,0
"AC008060.7",28,21,25,0,0,0
"AC008060.8",0,0,0,0,0,0
"AC008063.2",0,0,0,0,0,0
"AC008063.3",0,0,0,0,0,0
"AC008065.1",6,8,5,5,10,2
"AC008067.2",0,0,0,0,0,0
"AC008069.1",2,0,0,0,0,0
"AC008069.2",0,0,0,0,0,0
"AC008072.1",0,0,0,0,0,0
"AC008073.7",0,0,1,0,0,0
"AC008073.9",1,0,1,1,1,0
"AC008074.3",4,4,9,1,0,1
"AC008074.4",9,1,6,4,5,2
"AC008074.5",0,0,0,0,0,0
"AC008079.10",20,4,20,4,1,0
"AC008079.9",0,0,1,0,0,0
"AC008088.4",0,0,1,8,8,13
"AC008103.3",0,0,0,0,0,0
"AC008103.4",0,0,0,0,0,0
"AC008132.13",0,0,0,0,0,0
"AC008132.14",0,0,0,0,0,0
"AC008132.15",0,0,0,0,0,0
"AC008154.4",0,2,0,1,1,2
"AC008154.5",0,0,0,0,0,0
"AC008155.1",30,26,28,6,13,3
"AC008155.2",0,0,0,0,0,0
"AC008171.1",0,1,0,0,0,0
"AC008173.1",0,0,0,0,0,0
"AC008175.1",0,0,0,0,0,0
"AC008264.4",0,2,0,0,0,0
"AC008265.2",1,0,0,0,0,0
"AC008268.1",3,2,4,0,0,0
"AC008268.2",0,0,0,0,0,0
"AC008269.2",0,0,0,3,1,1
"AC008271.1",0,0,0,0,0,0
"AC008277.1",0,0,1,0,1,0
"AC008278.2",1,4,1,0,0,0
"AC008278.3",0,2,1,0,0,1
"AC008280.1",0,0,0,0,0,0
"AC008280.3",0,0,0,0,0,0
"AC008281.1",0,0,0,0,0,0
"AC008427.2",7,11,4,5,3,6
"AC008440.10",0,0,2,0,0,1
"AC008440.5",3,6,3,0,0,1
"AC008565.1",0,0,0,0,0,0
"AC008592.3",76,39,60,15,13,11
"AC008592.4",0,0,0,0,0,0
"AC008592.5",0,0,0,1,1,2
"AC008592.7",0,0,0,0,0,0
"AC008592.8",0,0,0,1,0,0
"AC008691.1",0,0,0,0,0,0
"AC008694.2",1,5,5,2,3,0
"AC008694.3",0,0,0,0,0,0
"AC008697.1",0,0,0,0,0,0
"AC008703.1",0,0,0,0,0,0
"AC008746.10",8,7,1,1,5,3
"AC008746.12",84,49,99,40,46,50
"AC008746.3",7,14,11,19,9,11
"AC008746.5",0,0,0,0,1,0
"AC008746.9",0,0,0,2,1,1
"AC008753.3",39,38,31,12,32,11
"AC008753.4",0,0,0,0,0,0
"AC008753.6",21,16,23,6,9,14
"AC008781.7",1,1,2,0,0,0
"AC008834.1",0,2,0,0,0,0
"AC008834.2",0,0,1,0,0,0
"AC008850.3",10,8,8,3,5,2
"AC008937.2",2,0,1,0,2,2
"AC008937.3",1,0,0,0,0,0
"AC008940.1",0,0,0,0,0,0
"AC008982.2",489,414,555,193,195,161
"AC008984.2",1,0,0,0,0,0
"AC008984.5",4,0,0,0,0,1
"AC008984.6",6,2,2,0,0,0
"AC008984.7",0,0,0,0,1,0
"AC008985.1",0,0,0,0,0,0
"AC008991.1",0,0,0,0,0,0
"AC008992.1",0,0,0,0,0,0
"AC008993.2",0,0,0,0,0,0
"AC009005.2",22,17,36,13,9,9
"AC009014.3",0,1,0,0,0,0
"AC009052.12",0,0,0,0,0,0
"AC009095.4",0,0,0,0,2,0
"AC009110.1",0,0,0,0,0,0
"AC009120.10",0,0,0,0,0,0
"AC009120.11",53,46,65,8,7,5
"AC009120.3",150,105,130,36,41,46
"AC009120.4",30,17,26,0,5,1
"AC009120.5",0,0,2,2,1,0
"AC009120.6",1380,940,1216,342,370,318
"AC009120.8",0,0,0,0,0,0
"AC009120.9",0,0,0,0,0,0
"AC009133.12",68,69,106,41,32,30
"AC009133.15",30,21,26,10,8,9
"AC009133.17",0,0,0,4,9,3
"AC009133.21",0,0,0,0,0,0
"AC009133.22",0,0,0,0,0,0
"AC009133.23",0,0,0,0,0,0
"AC009133.24",0,0,0,0,0,0
"AC009134.1",0,0,0,0,0,0
"AC009158.1",0,0,0,0,0,0
"AC009161.1",0,0,0,0,0,0
"AC009166.5",0,0,0,0,0,0
"AC009166.7",0,0,0,0,0,0
"AC009227.2",0,0,0,0,0,0
"AC009227.3",0,0,0,0,0,0
"AC009228.1",1,0,0,0,1,2
"AC009229.5",0,0,0,0,0,0
"AC009229.6",0,0,0,0,0,0
"AC009236.2",22,16,20,35,52,38
"AC009237.10",0,0,0,0,0,0
"AC009237.11",0,0,0,0,0,0
"AC009237.13",0,0,0,0,0,0
"AC009237.14",0,0,0,0,0,0
"AC009237.16",0,0,0,0,0,0
"AC009237.17",0,0,0,0,0,0
"AC009237.2",0,0,0,0,0,0
"AC009237.4",0,0,0,0,0,0
"AC009237.5",0,0,0,0,0,0
"AC009237.6",0,0,0,0,0,0
"AC009237.8",0,1,0,0,0,0
"AC009238.6",0,0,0,0,0,0
"AC009238.7",0,0,0,0,0,0
"AC009238.8",0,0,0,0,0,0
"AC009245.3",337,278,340,219,236,99
"AC009262.2",0,0,0,0,0,0
"AC009263.2",0,0,1,0,0,0
"AC009264.1",0,0,0,0,0,0
"AC009274.6",14,10,15,0,0,0
"AC009276.4",0,0,2,0,1,0
"AC009299.2",1,1,1,6,2,6
"AC009299.3",1,0,0,288,302,236
"AC009299.4",1,0,0,0,0,0
"AC009299.5",0,0,0,2,5,3
"AC009302.2",25,25,26,5,6,1
"AC009303.1",0,1,3,0,0,0
"AC009303.2",84,70,114,27,16,13
"AC009303.3",8,14,8,0,0,4
"AC009305.1",0,0,0,0,0,0
"AC009310.1",0,0,0,0,0,0
"AC009312.1",0,0,0,0,0,0
"AC009313.1",0,0,1,0,0,0
"AC009313.2",0,0,0,0,0,0
"AC009336.19",0,0,0,0,0,0
"AC009362.2",30,20,31,12,11,1
"AC009365.4",0,0,0,0,0,0
"AC009403.2",529,454,573,198,210,183
"AC009404.2",1161,876,1176,179,166,166
"AC009410.1",0,0,0,0,0,0
"AC009411.1",0,0,0,0,0,0
"AC009411.2",0,0,0,0,0,0
"AC009413.2",55,47,69,20,29,9
"AC009414.1",2,0,1,0,1,0
"AC009473.1",9,3,4,9,5,5
"AC009474.1",0,0,0,0,0,0
"AC009474.2",0,3,0,0,1,0
"AC009477.7",0,0,0,0,0,0
"AC009478.1",0,0,0,0,0,0
"AC009480.3",0,0,0,0,0,0
"AC009480.4",0,0,0,0,0,0
"AC009487.4",0,0,0,0,0,0
"AC009487.5",0,0,1,0,0,0
"AC009487.6",146,146,192,59,68,68
"AC009494.3",0,0,0,0,0,0
"AC009495.2",3,1,6,0,0,0
"AC009495.3",16,11,14,2,2,0
"AC009495.4",23,12,25,0,0,0
"AC009498.1",0,0,0,0,0,0
"AC009500.2",0,0,0,0,0,0
"AC009501.4",6,2,0,0,1,0
"AC009502.1",0,0,0,0,2,0
"AC009502.4",1,0,0,0,1,0
"AC009505.2",1,1,0,4,0,0
"AC009505.4",0,0,0,0,0,0
"AC009506.1",92,72,114,70,93,76
"AC009506.2",0,0,0,0,0,0
"AC009508.1",0,0,0,0,0,0
"AC009517.2",0,1,0,0,0,0
"AC009518.2",0,0,0,0,0,0
"AC009518.3",0,0,0,0,0,0
"AC009518.4",0,0,0,0,0,0
"AC009518.8",0,0,0,0,0,0
"AC009531.2",0,0,0,0,0,0
"AC009541.1",0,0,0,0,0,0
"AC009542.2",1,0,1,0,2,0
"AC009784.3",3,2,5,0,0,0
"AC009784.4",0,0,0,0,0,0
"AC009878.2",0,0,0,0,0,0
"AC009892.10",0,0,0,0,0,1
"AC009892.2",0,1,0,0,0,0
"AC009892.5",0,0,0,0,0,0
"AC009892.9",0,0,0,0,0,0
"AC009945.4",1,0,3,0,0,1
"AC009947.2",0,0,0,0,0,0
"AC009947.5",0,0,0,0,0,0
"AC009948.5",1968,1593,2096,1813,1843,1526
"AC009948.7",61,37,46,23,17,17
"AC009950.2",2,5,5,14,22,22
"AC009955.8",0,0,0,0,0,0
"AC009961.2",5,1,1,3,4,1
"AC009961.3",56,56,57,22,26,24
"AC009961.5",0,0,0,1,0,3
"AC009963.3",0,0,1,0,0,0
"AC009963.4",0,0,0,0,0,0
"AC009963.5",18,13,18,8,12,1
"AC009963.6",14,7,13,5,2,1
"AC009965.1",0,0,0,0,0,0
"AC009965.2",0,0,0,0,0,0
"AC009967.3",3,1,0,1,1,1
"AC009969.1",0,0,0,0,0,0
"AC009970.1",0,0,0,0,0,0
"AC010082.2",0,0,0,0,0,0
"AC010084.1",11,4,10,0,0,0
"AC010086.1",0,0,0,0,0,0
"AC010086.5",0,0,0,0,0,0
"AC010091.1",1,0,0,0,0,0
"AC010095.6",1,3,3,1,0,0
"AC010096.1",0,0,0,1,0,0
"AC010096.2",0,0,0,0,0,0
"AC010105.1",0,0,0,0,0,0
"AC010127.3",0,0,0,23,25,14
"AC010132.10",0,0,0,0,0,0
"AC010132.11",0,0,1,0,0,1
"AC010136.2",0,0,0,0,0,0
"AC010141.1",0,0,0,0,0,0
"AC010141.4",0,0,0,0,0,0
"AC010141.6",0,0,0,0,0,0
"AC010141.8",0,0,0,0,0,0
"AC010145.4",0,0,0,0,0,0
"AC010148.1",0,0,0,0,0,0
"AC010149.4",1,0,1,0,0,0
"AC010150.1",0,0,2,1,0,0
"AC010153.3",0,0,0,0,0,0
"AC010154.2",0,0,0,0,0,0
"AC010226.4",13,7,9,0,0,0
"AC010240.2",2,2,1,2,0,0
"AC010240.3",0,1,3,2,0,0
"AC010468.1",376,271,345,163,137,86
"AC010468.2",0,0,0,0,0,0
"AC010468.3",0,0,0,0,0,0
"AC010492.2",41,35,48,14,19,14
"AC010492.4",0,0,0,0,0,0
"AC010492.5",1,0,1,2,0,0
"AC010504.2",6,5,5,2,0,3
"AC010518.2",0,0,0,0,0,1
"AC010518.3",0,0,0,0,0,0
"AC010522.1",5,1,2,1,2,0
"AC010524.2",0,0,2,0,0,0
"AC010524.4",0,0,0,0,0,0
"AC010525.4",0,0,0,0,0,0
"AC010525.5",0,0,0,0,0,0
"AC010547.9",0,0,0,0,0,0
"AC010641.1",0,0,0,0,0,0
"AC010642.1",149,133,179,33,63,46
"AC010642.2",0,0,0,0,0,0
"AC010646.3",0,0,0,0,0,0
"AC010649.1",0,0,0,0,0,0
"AC010677.5",8,7,6,2,8,1
"AC010723.1",0,0,0,0,0,0
"AC010729.1",0,0,0,28,21,16
"AC010729.2",0,0,0,0,2,3
"AC010729.3",0,0,0,0,0,0
"AC010731.2",0,0,0,0,0,0
"AC010731.3",0,0,0,0,0,0
"AC010731.4",0,0,0,0,0,0
"AC010731.6",0,0,0,0,0,0
"AC010733.5",16,11,18,6,18,6
"AC010740.1",0,0,0,0,0,0
"AC010744.1",0,0,0,0,0,0
"AC010745.1",0,0,0,0,0,0
"AC010745.2",0,0,0,0,0,0
"AC010745.3",0,0,0,0,0,0
"AC010745.4",0,0,0,0,0,0
"AC010746.3",0,0,1,0,0,0
"AC010761.10",0,1,2,0,0,1
"AC010761.13",0,0,0,0,0,0
"AC010761.14",0,1,0,0,0,0
"AC010761.6",6,1,1,1,2,3
"AC010761.8",44,38,44,16,19,11
"AC010761.9",0,1,1,1,0,0
"AC010872.1",2,1,1,0,0,0
"AC010878.3",6,8,4,1,5,1
"AC010880.1",0,0,0,0,0,0
"AC010883.5",70,54,73,45,59,44
"AC010884.1",2,1,1,7,5,0
"AC010886.2",1,0,0,0,0,0
"AC010890.1",0,0,0,0,0,0
"AC010891.2",0,0,0,0,0,0
"AC010894.3",28,16,13,9,9,7
"AC010894.4",10,8,12,0,2,0
"AC010894.5",3,1,1,2,1,1
"AC010900.2",18,8,8,10,3,4
"AC010904.1",2,0,1,1,0,0
"AC010907.2",1,2,1,0,0,0
"AC010907.5",0,0,0,0,0,0
"AC010967.1",0,0,0,0,0,0
"AC010967.2",0,0,0,0,0,0
"AC010967.3",0,0,0,0,0,0
"AC010969.1",0,0,1,0,0,0
"AC010970.2",0,0,1,0,0,0
"AC010971.1",0,0,0,0,0,0
"AC010974.3",0,0,0,0,0,0
"AC010975.1",0,0,0,10,16,12
"AC010975.2",0,0,0,0,0,0
"AC010976.2",3,9,0,0,1,2
"AC010980.2",0,0,0,0,0,0
"AC010982.2",0,0,0,0,0,0
"AC010983.1",0,0,0,0,0,0
"AC010987.5",6,7,3,1,1,1
"AC010987.6",11,5,7,1,0,1
"AC011193.1",0,0,0,0,0,0
"AC011196.3",0,0,0,0,0,0
"AC011225.1",0,0,0,0,0,0
"AC011233.2",0,0,0,0,0,0
"AC011239.1",0,0,0,0,0,0
"AC011239.2",0,0,0,0,0,0
"AC011242.5",1,0,0,0,0,1
"AC011243.1",0,0,0,0,0,0
"AC011247.3",0,0,0,0,0,0
"AC011284.3",0,0,0,0,0,0
"AC011286.1",0,0,0,0,0,0
"AC011288.2",0,0,0,0,0,0
"AC011290.4",1,0,0,0,1,0
"AC011290.5",3,2,2,0,1,1
"AC011294.3",14,4,11,0,0,0
"AC011298.2",0,0,0,0,0,0
"AC011306.1",0,0,0,0,0,0
"AC011330.13",40,38,67,18,16,10
"AC011330.5",50,43,59,14,22,7
"AC011343.1",0,0,0,0,0,0
"AC011366.3",0,0,0,0,0,0
"AC011380.8",1,0,0,0,0,0
"AC011380.9",0,0,0,0,0,0
"AC011406.2",0,0,0,0,0,0
"AC011431.1",0,0,0,0,0,0
"AC011513.3",0,0,0,0,0,0
"AC011513.4",0,0,0,0,0,0
"AC011515.2",4,1,3,3,5,8
"AC011516.1",0,0,0,0,0,0
"AC011516.2",0,0,0,0,0,0
"AC011518.1",0,0,0,1,3,1
"AC011518.2",0,0,0,0,0,0
"AC011523.2",0,0,0,0,0,0
"AC011524.1",0,0,0,0,0,0
"AC011524.2",0,0,0,0,0,0
"AC011524.3",0,0,0,0,0,0
"AC011525.2",0,0,0,0,0,0
"AC011525.4",0,0,0,0,0,0
"AC011530.4",0,0,0,0,0,0
"AC011551.3",11,1,1,3,1,0
"AC011558.5",0,0,0,0,0,0
"AC011625.1",0,0,0,0,0,0
"AC011648.1",0,0,0,0,0,0
"AC011718.2",0,0,0,0,0,0
"AC011718.3",0,0,0,0,0,0
"AC011738.4",1,3,6,2,0,0
"AC011742.3",0,0,0,0,0,0
"AC011742.5",9,11,1,5,1,1
"AC011747.3",9,11,14,2,2,1
"AC011747.4",40,30,45,17,16,9
"AC011747.6",0,1,0,0,0,0
"AC011752.1",0,0,0,0,0,0
"AC011753.5",0,0,0,0,0,0
"AC011753.6",0,0,0,0,0,0
"AC011754.1",0,0,0,0,0,0
"AC011816.1",5,7,2,4,2,6
"AC011893.3",0,0,0,6,14,5
"AC011897.2",0,0,0,0,0,0
"AC011899.10",0,0,0,0,0,0
"AC011899.9",1,0,0,0,0,0
"AC011901.2",0,0,0,0,0,0
"AC011933.2",15,17,11,10,10,4
"AC011995.1",0,0,0,0,0,0
"AC011995.3",0,0,0,0,0,0
"AC011997.1",0,0,0,0,0,0
"AC011998.1",0,0,0,0,0,0
"AC011998.2",0,0,0,0,0,0
"AC011998.4",0,0,0,0,0,0
"AC011999.1",10,8,14,0,2,2
"AC012065.4",0,0,0,0,0,0
"AC012065.5",4,9,3,2,2,1
"AC012066.1",8,3,7,1,1,0
"AC012074.2",76,61,86,22,14,18
"AC012075.1",0,0,0,0,0,0
"AC012075.2",0,0,0,0,0,0
"AC012078.2",0,0,0,0,0,0
"AC012123.1",0,0,0,14,2,6
"AC012146.7",1027,713,1021,449,498,363
"AC012306.2",0,0,0,0,0,0
"AC012307.2",0,0,0,0,0,0
"AC012314.19",0,0,0,0,0,0
"AC012314.20",0,0,1,0,0,1
"AC012314.8",36,26,44,53,74,47
"AC012322.1",0,0,0,0,0,0
"AC012354.6",7,2,0,0,0,0
"AC012354.8",18,12,33,5,4,1
"AC012358.4",3,2,2,0,0,0
"AC012358.7",36,8,21,40,44,33
"AC012358.8",7,5,10,2,0,1
"AC012360.4",0,3,1,4,3,3
"AC012360.6",0,1,0,0,0,0
"AC012361.1",0,0,0,0,0,0
"AC012362.3",0,0,0,0,0,0
"AC012363.13",2,1,0,0,0,0
"AC012363.4",5,4,9,0,0,0
"AC012368.1",21,6,23,1,2,2
"AC012370.2",0,2,1,0,0,0
"AC012370.3",0,0,0,0,0,0
"AC012442.5",12,4,20,3,0,2
"AC012442.6",10,13,27,4,1,1
"AC012445.1",0,0,0,0,0,0
"AC012451.1",1,0,0,0,1,0
"AC012454.4",0,0,0,0,0,0
"AC012456.3",0,0,0,0,0,0
"AC012456.4",1,0,0,0,0,1
"AC012462.1",0,0,0,0,0,0
"AC012462.2",0,0,0,0,0,0
